Z_PK,Z_ENT,Z_OPT,ZUUIDHASH,ZEVENT,ZSOURCE,ZCATEGORYTYPE,ZINTEGERVALUE,ZCOMPATIBILITYVERSION,ZENDDAYOFWEEK,ZENDSECONDOFDAY,ZHASCUSTOMMETADATA,ZHASSTRUCTUREDMETADATA,ZSECONDSFROMGMT,ZSHOULDSYNC,ZSTARTDAYOFWEEK,ZSTARTSECONDOFDAY,ZVALUECLASS,ZVALUEINTEGER,ZVALUETYPECODE,ZSTRUCTUREDMETADATA,ZVALUE,Z9_VALUE,ZIDENTIFIERTYPE,ZQUANTITYTYPE,ZCREATIONDATE,ZLOCALCREATIONDATE,ZCONFIDENCE,ZENDDATE,ZSTARTDATE,ZVALUEDOUBLE,ZDOUBLEVALUE,ZUUID,ZSTREAMNAME,ZVALUESTRING,ZSTRING,ZMETADATA
410,11,1,-6795411605330641149,,11.0,,,0,2,81564,0,1,3600,0,2,81564,1,2007560149083090365,-635635896434291546,12.0,,,,,693787164.27382,693787164.27382,1.0,693787164.0,693787164.0,2.0075601490830904e+18,,56712344-EDA0-4B71-8D71-550762ED7697,/discoverability/signals,com.apple.siri.dictation.siri-request-started,,
412,11,1,-1530126278523350798,,12.0,,,0,2,81566,0,1,3600,0,2,81566,1,2007560149083090365,-635635896434291546,12.0,,,,,693787166.069639,693787166.069639,1.0,693787166.0,693787166.0,2.0075601490830904e+18,,2EA29F84-2100-437A-9B73-C354C3B13379,/discoverability/signals,com.apple.siri.dictation.siri-request-started,,
413,11,1,7548366214756611527,,13.0,,,0,2,81566,0,1,3600,0,2,81566,1,2236308892753624024,-635635896434291546,12.0,,,,,693787166.466348,693787166.466348,1.0,693787166.0,693787166.0,2.236308892753624e+18,,DFD20ED9-921C-4099-99CD-13A65C9FBFCB,/discoverability/signals,com.apple.controlcenter.presented,,
415,11,1,-1499270136046833219,,14.0,,,0,2,81569,0,1,3600,0,2,81569,1,2157847040686542601,-635635896434291546,396.0,,,,,693787169.02269,693787169.02269,1.0,693787169.0,693787169.0,2.1578470406865426e+18,,C02D49A6-215C-4973-AF5D-9012EA3B0384,/discoverability/signals,com.apple.notificationcenter.opened,,
420,11,1,-1933656550738907443,,15.0,,,0,2,82118,0,1,3600,0,2,82118,1,2687269364483809848,-635635896434291546,419.0,,,,,693787718.309179,693787718.309179,1.0,693787718.0,693787718.0,2.68726936448381e+18,,78542577-F392-4630-9F5F-AF06DA108ED9,/discoverability/signals,com.apple.Safari.user-opened-tab,,
513,11,1,3911367945399332773,,16.0,,,0,3,78596,0,1,3600,0,3,78596,1,2687269364483809848,-635635896434291546,419.0,,,,,693870596.250615,693870596.250615,1.0,693870596.0,693870596.0,2.68726936448381e+18,,A2965FDF-21EA-40A2-B7BB-E5F231BEAEF0,/discoverability/signals,com.apple.Safari.user-opened-tab,,
529,11,1,2067097155649834478,,17.0,,,0,3,78906,0,1,3600,0,3,78906,1,2007560149083090365,-635635896434291546,528.0,,,,,693870906.409884,693870906.409884,1.0,693870906.0,693870906.0,2.0075601490830904e+18,,364F65C4-FE87-4387-A80F-977682D53EB8,/discoverability/signals,com.apple.siri.dictation.siri-request-started,,
530,11,1,256588875274364143,,18.0,,,0,3,78906,0,1,3600,0,3,78906,1,2157847040686542601,-635635896434291546,529.0,,,,,693870906.692337,693870906.692337,1.0,693870906.0,693870906.0,2.1578470406865426e+18,,B045ADA3-9615-48F2-A7F6-9085899BF455,/discoverability/signals,com.apple.notificationcenter.opened,,
533,11,1,1502216950204643808,,19.0,,,0,3,78984,0,1,3600,0,3,78984,1,2007560149083090365,-635635896434291546,528.0,,,,,693870984.028618,693870984.028618,1.0,693870984.0,693870984.0,2.0075601490830904e+18,,A55C4B2E-E277-4520-9841-2886160ECF46,/discoverability/signals,com.apple.siri.dictation.siri-request-started,,
534,11,1,-360049853157438788,,20.0,,,0,3,78984,0,1,3600,0,3,78984,1,2157847040686542601,-635635896434291546,529.0,,,,,693870984.49086,693870984.49086,1.0,693870984.0,693870984.0,2.1578470406865426e+18,,56AD6F57-9A44-477F-8D46-8C25A8427A21,/discoverability/signals,com.apple.notificationcenter.opened,,
537,11,1,-312445820684550402,,21.0,,,0,4,67567,0,1,3600,0,4,67567,1,2687269364483809848,-635635896434291546,419.0,,,,,693945967.406725,693945967.406725,1.0,693945967.0,693945967.0,2.68726936448381e+18,,9C74263B-D82E-4955-A26D-1F779DEF3E33,/discoverability/signals,com.apple.Safari.user-opened-tab,,
543,11,1,-5179466747293835271,,22.0,,,0,4,76173,0,1,3600,0,4,76173,1,2687269364483809848,-635635896434291546,419.0,,,,,693954573.837731,693954573.837731,1.0,693954573.0,693954573.0,2.68726936448381e+18,,5BE8BEFE-1CF5-4FAD-A663-2975A57FA79B,/discoverability/signals,com.apple.Safari.user-opened-tab,,
701,11,1,2382810738101731604,,23.0,,,0,4,82422,0,1,3600,0,4,82422,1,-8844482793208224861,-635635896434291546,698.0,,,,,693960822.92822,693960822.92822,1.0,693960822.0,693960822.0,9.602261280501326e+18,,D5A82395-CAC9-4020-B000-8C3C4093153E,/discoverability/signals,com.apple.finder.desktop.stacks-enabled,,
740,11,1,7977584508520033312,,24.0,,,0,1,63945,0,1,3600,0,1,63945,1,2157847040686542601,-635635896434291546,529.0,,,,,695497545.068413,695497545.068413,1.0,695497545.0,695497545.0,2.1578470406865426e+18,,6D9F301C-EC02-4AB3-894F-EF44AF30B163,/discoverability/signals,com.apple.notificationcenter.opened,,
827,11,1,-1519600303149032506,,25.0,,,0,1,49328,0,1,3600,0,1,49328,1,908971599454435065,-635635896434291546,810.0,,,,,696087728.898759,696087728.898759,1.0,696087728.0,696087728.0,9.089715994544351e+17,,FEF2168F-9FF8-4DBC-84E4-1CB626B4FDC0,/discoverability/signals,com.apple.screencapture.invoke,,
1183,11,1,-5670590555286484170,,121.0,,,0,1,45866,0,1,3600,0,1,45866,1,-6235543431298324028,-635635896434291546,528.0,,,,,697293866.821377,697293866.821377,1.0,697293866.0,697293866.0,1.2211200642411227e+19,,A19A5A65-8919-4A8C-B702-715477027A0B,/discoverability/signals,com.apple.spotlight.invoked,,
1285,11,1,-5900633156968000344,,122.0,,,0,1,63934,0,1,3600,0,1,63934,1,2687269364483809848,-635635896434291546,419.0,,,,,697916734.845775,697916734.845775,1.0,697916734.0,697916734.0,2.68726936448381e+18,,17B47DCF-416D-4CFA-BE81-4DE26522E707,/discoverability/signals,com.apple.Safari.user-opened-tab,,
1415,11,1,-246814574045398460,,163.0,,,0,1,56820,0,1,3600,0,1,56820,1,908971599454435065,-635635896434291546,810.0,,,,,700328820.64866,700328820.64866,1.0,700328820.0,700328820.0,9.089715994544351e+17,,3AC217FB-711E-4B4C-B0C0-1E72EF360439,/discoverability/signals,com.apple.screencapture.invoke,,
1418,11,1,-4338687240891176909,,164.0,,,0,1,56862,0,1,3600,0,1,56862,1,908971599454435065,-635635896434291546,810.0,,,,,700328862.198154,700328862.198154,1.0,700328862.0,700328862.0,9.089715994544351e+17,,B1008E24-E8BA-43CE-AA63-16879B67921A,/discoverability/signals,com.apple.screencapture.invoke,,
1552,11,1,6097337996027428798,,165.0,,,0,7,69725,0,1,3600,0,7,69725,1,2687269364483809848,-635635896434291546,419.0,,,,,700860125.035553,700860125.035553,1.0,700860125.0,700860125.0,2.68726936448381e+18,,11CDA019-4074-4697-AA74-6B272D622CF2,/discoverability/signals,com.apple.Safari.user-opened-tab,,
2035,11,1,4310270337796001616,,174.0,,,0,7,37544,0,1,7200,0,7,37544,1,2687269364483809848,-635635896434291546,419.0,,,,,702037544.677663,702037544.677663,1.0,702037544.0,702037544.0,2.68726936448381e+18,,A4A82173-6FCB-4ABD-859D-3FC9EC848F97,/discoverability/signals,com.apple.Safari.user-opened-tab,,
2121,11,1,-1438582029241752834,,175.0,,,0,7,46659,0,1,7200,0,7,46659,1,2687269364483809848,-635635896434291546,1887.0,,,,,702046659.808648,702046659.808648,1.0,702046659.0,702046659.0,2.68726936448381e+18,,DE391DCA-A4AE-4C26-8E67-3128DC11605B,/discoverability/signals,com.apple.Safari.user-opened-tab,,
2456,11,1,-3026518734917000383,,177.0,,,0,1,55248,0,1,7200,0,1,55248,1,908971599454435065,-635635896434291546,2214.0,,,,,702141648.297904,702141648.297904,1.0,702141648.0,702141648.0,9.089715994544351e+17,,2A5B2999-5A08-4CE8-A4A2-95F3E18DCBA9,/discoverability/signals,com.apple.screencapture.invoke,,
2503,11,1,-6886205389163722890,,178.0,,,0,2,53939,0,1,7200,0,2,53939,1,2687269364483809848,-635635896434291546,1887.0,,,,,702831539.051497,702831539.051497,1.0,702831539.0,702831539.0,2.68726936448381e+18,,716CECC2-908B-49E8-A27C-59781F7547E6,/discoverability/signals,com.apple.Safari.user-opened-tab,,
2614,11,1,-1424765447245203302,,179.0,,,0,7,38840,0,1,7200,0,7,38840,1,908971599454435065,-635635896434291546,2360.0,,,,,703248440.913113,703248440.913113,1.0,703248440.0,703248440.0,9.089715994544351e+17,,463C2597-B8E4-4FCE-9E93-5080677030EC,/discoverability/signals,com.apple.screencapture.invoke,,
2615,11,1,7603683284139256132,,180.0,,,0,7,38861,0,1,7200,0,7,38861,1,908971599454435065,-635635896434291546,2360.0,,,,,703248461.274978,703248461.274978,1.0,703248461.0,703248461.0,9.089715994544351e+17,,D94711AE-7168-41CA-8AC8-1CD2D6102D86,/discoverability/signals,com.apple.screencapture.invoke,,
2616,11,1,-6923712469344462834,,181.0,,,0,7,38882,0,1,7200,0,7,38882,1,908971599454435065,-635635896434291546,2360.0,,,,,703248482.225677,703248482.225677,1.0,703248482.0,703248482.0,9.089715994544351e+17,,D41F1F49-2384-4549-A4CA-E639DDEB0EF2,/discoverability/signals,com.apple.screencapture.invoke,,
2617,11,1,-6751555582584835241,,182.0,,,0,7,38936,0,1,7200,0,7,38936,1,908971599454435065,-635635896434291546,2360.0,,,,,703248536.76976,703248536.76976,1.0,703248536.0,703248536.0,9.089715994544351e+17,,70AFFF39-F643-41AD-9628-1279C8942420,/discoverability/signals,com.apple.screencapture.invoke,,
2625,11,1,1520742016197073102,,183.0,,,0,7,39359,0,1,7200,0,7,39359,1,908971599454435065,-635635896434291546,2360.0,,,,,703248959.157029,703248959.157029,1.0,703248959.0,703248959.0,9.089715994544351e+17,,2353E544-D388-4986-AB33-25B5886A7FC7,/discoverability/signals,com.apple.screencapture.invoke,,
2634,11,1,-6472774883515680787,,184.0,,,0,7,41277,0,1,7200,0,7,41277,1,2157847040686542601,-635635896434291546,2378.0,,,,,703250877.263804,703250877.263804,1.0,703250877.0,703250877.0,2.1578470406865426e+18,,F1D9D316-81F0-4204-A4DB-EF043BD65C5D,/discoverability/signals,com.apple.notificationcenter.opened,,
2777,11,1,-6298331623965447684,,185.0,,,0,6,75567,0,1,7200,0,6,75567,1,2236308892753624024,-635635896434291546,2491.0,,,,,705617967.648566,705617967.648566,1.0,705617967.0,705617967.0,2.236308892753624e+18,,8D73B6E5-8D23-4CB7-A3C2-BB3E88E2D0B9,/discoverability/signals,com.apple.controlcenter.presented,,
2778,11,1,-7858100203501531686,,186.0,,,0,6,75569,0,1,7200,0,6,75569,1,-2630972289599998234,-635635896434291546,2492.0,,,,,705617969.84363,705617969.84363,1.0,705617969.0,705617969.0,1.5815771784109554e+19,,EE33E714-2289-4AFC-81D1-98F7A2EE6BF7,/discoverability/signals,com.apple.controlcenter.customized.menubar,,
2802,11,1,-3287298450593163283,,187.0,,,0,7,38072,0,1,7200,0,7,38072,1,2157847040686542601,-635635896434291546,2378.0,,,,,705666872.350495,705666872.350495,1.0,705666872.0,705666872.0,2.1578470406865426e+18,,F1C67F3D-1FB5-4153-A99D-77A6E21C517B,/discoverability/signals,com.apple.notificationcenter.opened,,
2803,11,1,-7634367667339156671,,188.0,,,0,7,38074,0,1,7200,0,7,38074,1,2236308892753624024,-635635896434291546,2491.0,,,,,705666874.388206,705666874.388206,1.0,705666874.0,705666874.0,2.236308892753624e+18,,90D411B9-F174-48D5-B78E-8ED5DA5B0BF4,/discoverability/signals,com.apple.controlcenter.presented,,
2804,11,1,-1506904931794220956,,189.0,,,0,7,38075,0,1,7200,0,7,38075,1,2236308892753624024,-635635896434291546,2491.0,,,,,705666875.1483,705666875.1483,1.0,705666875.0,705666875.0,2.236308892753624e+18,,3396D630-BC67-4318-B4CF-FE72FC2C198E,/discoverability/signals,com.apple.controlcenter.presented,,
2806,11,1,-7686651068396894241,,190.0,,,0,7,38183,0,1,7200,0,7,38183,1,2236308892753624024,-635635896434291546,2491.0,,,,,705666983.838082,705666983.838082,1.0,705666983.0,705666983.0,2.236308892753624e+18,,7143C711-5EFC-48D8-9003-1C07B39AB1C5,/discoverability/signals,com.apple.controlcenter.presented,,
2809,11,1,-97260516088924419,,191.0,,,0,7,39103,0,1,7200,0,7,39103,1,2157847040686542601,-635635896434291546,2378.0,,,,,705667903.382931,705667903.382931,1.0,705667903.0,705667903.0,2.1578470406865426e+18,,BEF84528-B710-4E27-A60A-E7DCFB438F36,/discoverability/signals,com.apple.notificationcenter.opened,,
2856,11,1,-3537594978005374651,,192.0,,,0,3,67863,0,1,7200,0,3,67863,1,2236308892753624024,-635635896434291546,2491.0,,,,,706560663.036905,706560663.036905,1.0,706560663.0,706560663.0,2.236308892753624e+18,,6BFF9124-7BA7-4808-AC40-728394434F7C,/discoverability/signals,com.apple.controlcenter.presented,,
2884,11,1,5886398182602139852,,193.0,,,0,4,76131,0,1,7200,0,4,76131,1,2236308892753624024,-635635896434291546,2491.0,,,,,706655331.782767,706655331.782767,1.0,706655331.0,706655331.0,2.236308892753624e+18,,D410BF8D-2821-49BE-AE43-6BF498413D28,/discoverability/signals,com.apple.controlcenter.presented,,
3048,11,1,8272212944443408964,,194.0,,,0,1,79586,0,1,7200,0,1,79586,1,-6235543431298324028,-635635896434291546,2491.0,,,,,709337186.568422,709337186.568422,1.0,709337186.0,709337186.0,1.2211200642411227e+19,,EB1B506B-AC5E-4086-8A84-B64089F60C40,/discoverability/signals,com.apple.spotlight.invoked,,
3049,11,1,-1915420491081110530,,195.0,,,0,1,79587,0,1,7200,0,1,79587,1,2007560149083090365,-635635896434291546,2491.0,,,,,709337187.665465,709337187.665465,1.0,709337187.0,709337187.0,2.0075601490830904e+18,,DBCA038A-4C76-4789-85D8-5D40CC7990E6,/discoverability/signals,com.apple.siri.dictation.siri-request-started,,
3050,11,1,-6291243210258255584,,196.0,,,0,1,79587,0,1,7200,0,1,79587,1,2236308892753624024,-635635896434291546,2491.0,,,,,709337187.72069,709337187.72069,1.0,709337187.0,709337187.0,2.236308892753624e+18,,ED92BDB6-2106-4E45-ABE6-2D7F912F321B,/discoverability/signals,com.apple.controlcenter.presented,,
3053,11,1,-1409138641962541575,,197.0,,,0,1,79623,0,1,7200,0,1,79623,1,2236308892753624024,-635635896434291546,2491.0,,,,,709337223.111579,709337223.111579,1.0,709337223.0,709337223.0,2.236308892753624e+18,,968F5CFC-6D6F-44E8-A5AF-E1A4324FFA4F,/discoverability/signals,com.apple.controlcenter.presented,,
3054,11,1,-7464632122020214321,,198.0,,,0,1,79651,0,1,7200,0,1,79651,1,2236308892753624024,-635635896434291546,2491.0,,,,,709337252.001909,709337252.001909,1.0,709337251.0,709337251.0,2.236308892753624e+18,,73BBDB51-308E-45E1-9233-8CF3333250B7,/discoverability/signals,com.apple.controlcenter.presented,,
3678,11,1,8505642002628282876,,199.0,,,0,2,73205,0,1,7200,0,2,73205,1,2236308892753624024,-635635896434291546,2730.0,,,,,715551605.382737,715551605.382737,1.0,715551605.0,715551605.0,2.236308892753624e+18,,FF3C56BF-E377-4A5E-B331-CF5481DEA084,/discoverability/signals,com.apple.controlcenter.presented,,
3681,11,1,-4711403208964234960,,200.0,,,0,2,73308,0,1,7200,0,2,73308,1,2236308892753624024,-635635896434291546,2730.0,,,,,715551708.74837,715551708.74837,1.0,715551708.0,715551708.0,2.236308892753624e+18,,D583A12B-4A50-431C-A57E-92AFCACB41CD,/discoverability/signals,com.apple.controlcenter.presented,,
3684,11,1,6257534335594511547,,201.0,,,0,2,73988,0,1,7200,0,2,73988,1,2236308892753624024,-635635896434291546,2730.0,,,,,715552388.517984,715552388.517984,1.0,715552388.0,715552388.0,2.236308892753624e+18,,775C860E-B11A-4BAE-966C-4946641C52DA,/discoverability/signals,com.apple.controlcenter.presented,,
3691,11,1,-6150563315267354163,,202.0,,,0,2,75628,0,1,7200,0,2,75628,1,2236308892753624024,-635635896434291546,2730.0,,,,,715554028.582536,715554028.582536,1.0,715554028.0,715554028.0,2.236308892753624e+18,,1962B9C9-F391-4341-AEEB-69D252214F6A,/discoverability/signals,com.apple.controlcenter.presented,,
3693,11,1,4990240501387598063,,203.0,,,0,2,75659,0,1,7200,0,2,75659,1,2236308892753624024,-635635896434291546,2730.0,,,,,715554059.137054,715554059.137054,1.0,715554059.0,715554059.0,2.236308892753624e+18,,29270E92-550A-4F7E-876B-91BD43EA90A4,/discoverability/signals,com.apple.controlcenter.presented,,
3695,11,1,-6645715437030565550,,204.0,,,0,2,75681,0,1,7200,0,2,75681,1,2236308892753624024,-635635896434291546,2730.0,,,,,715554081.774886,715554081.774886,1.0,715554081.0,715554081.0,2.236308892753624e+18,,7A27CEED-91A8-4353-ACB9-5C224A5B37DA,/discoverability/signals,com.apple.controlcenter.presented,,
3708,11,1,1343536260151905926,,205.0,,,0,2,76732,0,1,7200,0,2,76732,1,2236308892753624024,-635635896434291546,2730.0,,,,,715555132.698236,715555132.698236,1.0,715555132.0,715555132.0,2.236308892753624e+18,,AACB7C30-DA6C-496B-9510-B75779E6E793,/discoverability/signals,com.apple.controlcenter.presented,,
3738,11,1,-3839963469980680897,,206.0,,,0,3,67812,0,1,7200,0,3,67812,1,2236308892753624024,-635635896434291546,2730.0,,,,,715632612.934389,715632612.934389,1.0,715632612.0,715632612.0,2.236308892753624e+18,,85B19AC4-3A2E-41C3-A98F-9A2EDE584DFC,/discoverability/signals,com.apple.controlcenter.presented,,
3811,11,1,3499193930983252766,,207.0,,,0,1,79657,0,1,7200,0,1,79657,1,2687269364483809848,-635635896434291546,2802.0,,,,,716594857.837912,716594857.837912,1.0,716594857.0,716594857.0,2.68726936448381e+18,,05AB1F83-31BC-4FB3-B6C7-A1F0FA9A10EC,/discoverability/signals,com.apple.Safari.user-opened-tab,,
3926,11,1,8447026244889678452,,247.0,,,0,2,80416,0,1,7200,0,2,80416,1,2236308892753624024,-635635896434291546,2909.0,,,,,716682016.098526,716682016.098526,1.0,716682016.0,716682016.0,2.236308892753624e+18,,36D54748-88EF-4D96-A526-78ADCD2FE32F,/discoverability/signals,com.apple.controlcenter.presented,,
3928,11,1,-3014086516246237866,,248.0,,,0,2,80477,0,1,7200,0,2,80477,1,2236308892753624024,-635635896434291546,2909.0,,,,,716682077.493078,716682077.493078,1.0,716682077.0,716682077.0,2.236308892753624e+18,,604B26DC-27E6-41B4-B284-96B1FA2E8921,/discoverability/signals,com.apple.controlcenter.presented,,
3939,11,1,-4094630413329656081,,249.0,,,0,2,81119,0,1,7200,0,2,81119,1,2236308892753624024,-635635896434291546,2909.0,,,,,716682719.827054,716682719.827054,1.0,716682719.0,716682719.0,2.236308892753624e+18,,17B2E04E-E481-470C-B6AC-68E51929249E,/discoverability/signals,com.apple.controlcenter.presented,,
4073,11,1,2264406818730553274,,250.0,,,0,6,72034,0,1,7200,0,6,72034,1,2157847040686542601,-635635896434291546,3030.0,,,,,717105634.504619,717105634.504619,1.0,717105634.0,717105634.0,2.1578470406865426e+18,,F6809CA4-4854-497B-8128-BC2AABF114FB,/discoverability/signals,com.apple.notificationcenter.opened,,
4075,11,1,3683364775058908942,,251.0,,,0,6,72038,0,1,7200,0,6,72038,1,2157847040686542601,-635635896434291546,3030.0,,,,,717105638.842034,717105638.842034,1.0,717105638.0,717105638.0,2.1578470406865426e+18,,2C9E1ABF-33AF-423C-9211-2C8CA985F1BC,/discoverability/signals,com.apple.notificationcenter.opened,,
4366,11,1,-7484728008441416810,,252.0,,,0,4,76343,0,1,7200,0,4,76343,1,908971599454435065,-635635896434291546,3281.0,,,,,717541943.11755,717541943.11755,1.0,717541943.0,717541943.0,9.089715994544351e+17,,BAE9370C-7851-4A2D-B9BC-B3306FBFE870,/discoverability/signals,com.apple.screencapture.invoke,,
4477,11,1,-359325494189781989,,253.0,,,0,1,79541,0,1,7200,0,1,79541,1,2157847040686542601,-635635896434291546,3362.0,,,,,717804341.980508,717804341.980508,1.0,717804341.0,717804341.0,2.1578470406865426e+18,,E2DFBB53-87D8-4F66-B4B4-9A7FCE89AAD3,/discoverability/signals,com.apple.notificationcenter.opened,,
4566,11,1,-8847674248717689878,,254.0,,,0,5,59320,0,1,7200,0,5,59320,1,2687269364483809848,-635635896434291546,3429.0,,,,,718216120.980048,718216120.980048,1.0,718216120.0,718216120.0,2.68726936448381e+18,,A8FDFCBD-4D80-419A-B070-6EF358F3BB64,/discoverability/signals,com.apple.Safari.user-opened-tab,,
4632,11,1,4503615830240409099,,255.0,,,0,6,51148,0,1,7200,0,6,51148,1,908971599454435065,-635635896434291546,3281.0,,,,,718294348.408326,718294348.408326,1.0,718294348.0,718294348.0,9.089715994544351e+17,,ED569029-7EE2-4F90-98EC-87686FFBBBBE,/discoverability/signals,com.apple.screencapture.invoke,,
4640,11,1,-8251490198086401365,,256.0,,,0,6,51524,0,1,7200,0,6,51524,1,908971599454435065,-635635896434291546,3281.0,,,,,718294724.050879,718294724.050879,1.0,718294724.0,718294724.0,9.089715994544351e+17,,16A2CF19-5159-4D99-8106-9FE4F979B664,/discoverability/signals,com.apple.screencapture.invoke,,
4647,11,1,-4858227865368534546,,257.0,,,0,6,52312,0,1,7200,0,6,52312,1,908971599454435065,-635635896434291546,3281.0,,,,,718295512.413146,718295512.413146,1.0,718295512.0,718295512.0,9.089715994544351e+17,,A812A5FE-A3B5-44DD-98C0-8381125AC5E0,/discoverability/signals,com.apple.screencapture.invoke,,
4785,11,1,-7745574977660660301,,259.0,,,0,5,59323,1,1,7200,1,5,59323,1,4052691555391200525,-7833744888730848254,3579.0,,,,,718859310.529066,718859310.529066,1.0,718216123.0,718216123.0,4.052691555391201e+18,,EF65EC35-8CC6-4AEB-80C6-D7F7D32CAFCF,/portrait/topic,Q206904,,
4810,11,1,815533638481135512,,260.0,,,0,1,50659,0,1,7200,0,1,50659,1,2687269364483809848,-635635896434291546,3429.0,,,,,719071459.626987,719071459.626987,1.0,719071459.0,719071459.0,2.68726936448381e+18,,1C3432AB-EA07-4226-BAF9-3D41E9EF0C71,/discoverability/signals,com.apple.Safari.user-opened-tab,,
5119,11,1,1253588148934316780,,261.0,,,0,5,47376,0,1,7200,0,5,47376,1,2687269364483809848,-635635896434291546,3429.0,,,,,719413776.793707,719413776.793707,1.0,719413776.0,719413776.0,2.68726936448381e+18,,51DD7455-A63B-4213-BF9A-C8B191CECF79,/discoverability/signals,com.apple.Safari.user-opened-tab,,
5539,11,1,-3259130414202795470,,262.0,,,0,4,55315,0,1,7200,0,4,55315,1,2236308892753624024,-635635896434291546,4252.0,,,,,719940115.611487,719940115.611487,1.0,719940115.0,719940115.0,2.236308892753624e+18,,1F882399-702A-491A-82BB-CD0BE4C2C25D,/discoverability/signals,com.apple.controlcenter.presented,,
5540,11,1,-3139677776824750307,,263.0,,,0,4,55317,0,1,7200,0,4,55317,1,-2630972289599998234,-635635896434291546,4253.0,,,,,719940117.614113,719940117.614113,1.0,719940117.0,719940117.0,1.5815771784109554e+19,,DAB5D089-6EAD-43B1-A7CE-692B21FEC0F0,/discoverability/signals,com.apple.controlcenter.customized.menubar,,
